
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE firstword        {0,1}
@ATTRIBUTE lastword         {0,1}
@ATTRIBUTE word             string
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
R,N,0,0,0,0,0,0,1,0,No,4,0.8,0,0.0,1
V,M,I,P,3,P,0,0,0,0,pueden,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,0,0,vincularse,2,0.4,2,0.4,3
D,A,0,F,P,0,0,0,0,0,las,1,0.2,3,0.6,1
N,C,F,P,0,0,0,0,0,1,mediciones,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,1,0,El,8,0.888888888889,0,0.0,1
N,C,M,S,0,0,0,0,0,0,gremio,7,0.777777777778,1,0.111111111111,2
S,P,S,0,0,0,0,0,0,0,de,6,0.666666666667,2,0.222222222222,1
N,C,C,P,0,0,0,0,0,0,docentes,5,0.555555555556,3,0.333333333333,3
V,M,I,S,3,S,0,0,0,0,convocó,4,0.444444444444,4,0.444444444444,1
S,P,S,0,0,0,0,0,0,0,a,3,0.333333333333,5,0.555555555556,0
D,I,0,M,S,0,0,0,0,0,un,2,0.222222222222,6,0.666666666667,1
N,C,M,S,0,0,0,0,0,0,paro,1,0.111111111111,7,0.777777777778,1
A,Q,0,C,S,0,0,0,0,1,nacional,0,0.0,8,0.888888888889,4
R,G,0,0,0,0,0,0,1,0,Nunca,4,0.8,0,0.0,3
V,M,I,S,1,S,0,0,0,0,intenté,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,0,0,influir,2,0.4,2,0.4,2
S,P,S,0,0,0,0,0,0,0,en,1,0.2,3,0.6,1
P,P,3,M,S,0,0,0,0,1,él,0,0.0,4,0.8,4
V,M,I,S,3,P,0,0,1,0,Padecieron,3,0.75,0,0.0,3
N,C,F,P,0,0,0,0,0,0,dictaduras,2,0.5,1,0.25,4
C,C,0,0,0,0,0,0,0,0,y,1,0.25,2,0.5,1
A,Q,0,F,P,0,0,0,0,1,dictablandas,0,0.0,3,0.75,4
S,P,S,0,0,0,0,0,1,0,Para,7,0.875,0,0.0,1
V,M,N,0,0,0,0,0,0,0,desayunar,6,0.75,1,0.125,4
V,M,I,S,3,S,0,0,0,0,pidió,5,0.625,2,0.25,1
N,C,M,S,0,0,0,0,0,0,café,4,0.5,3,0.375,1
S,P,S,0,0,0,0,0,0,0,con,3,0.375,4,0.5,1
N,C,F,S,0,0,0,0,0,0,leche,2,0.25,5,0.625,3
C,C,0,0,0,0,0,0,0,0,y,1,0.125,6,0.75,1
N,C,F,P,0,0,0,0,0,1,medialunas,0,0.0,7,0.875,4
V,M,I,S,3,S,0,0,1,0,Perdió,4,0.8,0,0.0,0
D,P,3,C,S,0,0,0,0,0,su,3,0.6,1,0.2,0
N,C,M,S,0,0,0,0,0,0,carácter,2,0.4,2,0.4,0
A,Q,0,M,S,0,0,0,0,0,exclusivo,1,0.2,3,0.6,3
N,P,0,0,0,0,0,0,0,1,Pinamar,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Pintó,5,0.833333333333,0,0.0,3
D,I,0,F,S,0,0,0,0,0,una,4,0.666666666667,1,0.166666666667,1
N,C,F,S,0,0,D,0,0,0,florcita,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,0,0,de,2,0.333333333333,3,0.5,1
N,C,M,S,0,0,0,0,0,0,color,1,0.166666666667,4,0.666666666667,0
N,C,M,S,0,0,0,0,0,1,añil,0,0.0,5,0.833333333333,4
N,P,0,0,0,0,0,0,1,0,Polícrates,7,0.875,0,0.0,4
V,M,I,S,3,S,0,0,0,0,estafó,6,0.75,1,0.125,1
S,P,S,0,0,0,0,0,0,0,a,5,0.625,2,0.25,1
D,A,0,M,P,0,0,0,0,0,los,4,0.5,3,0.375,0
N,C,M,P,0,0,0,0,0,0,espartanos,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,0,0,con,2,0.25,5,0.625,1
N,C,F,P,0,0,0,0,0,0,monedas,1,0.125,6,0.75,1
A,Q,0,F,P,0,0,0,0,1,falsas,0,0.0,7,0.875,4
S,P,S,0,0,0,0,0,1,0,Por,6,0.857142857143,0,0.0,1
D,A,0,M,S,0,0,0,0,0,el,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,0,0,crimen,4,0.571428571429,2,0.285714285714,4
P,0,0,0,0,0,0,0,0,0,se,3,0.428571428571,3,0.428571428571,1
V,M,I,S,3,P,0,0,0,0,suspendieron,2,0.285714285714,4,0.571428571429,3
D,A,0,F,P,0,0,0,0,0,las,1,0.142857142857,5,0.714285714286,1
N,C,F,P,0,0,0,0,0,1,reuniones,0,0.0,6,0.857142857143,4
S,P,S,0,0,0,0,0,1,0,Por,10,0.909090909091,0,0.0,1
D,A,0,F,S,0,0,0,0,0,la,9,0.818181818182,1,0.0909090909091,1
N,C,F,S,0,0,0,0,0,0,noche,8,0.727272727273,2,0.181818181818,3
S,P,S,0,0,0,0,0,0,0,en,7,0.636363636364,3,0.272727272727,0
D,A,0,M,S,0,0,0,0,0,el,6,0.545454545455,4,0.363636363636,1
N,C,M,S,0,0,0,0,0,0,sur,5,0.454545454545,5,0.454545454545,4
V,M,I,F,3,P,0,0,0,0,aparecerán,4,0.363636363636,6,0.545454545455,3
N,C,F,P,0,0,0,0,0,0,nubes,3,0.272727272727,7,0.636363636364,4
C,C,0,0,0,0,0,0,0,0,y,2,0.181818181818,8,0.727272727273,1
A,Q,0,C,P,0,0,0,0,0,probables,1,0.0909090909091,9,0.818181818182,1
N,C,F,P,0,0,0,0,0,1,lluvias,0,0.0,10,0.909090909091,4
C,S,0,0,0,0,0,0,1,0,Que,3,0.75,0,0.0,1
V,M,S,P,2,S,0,0,0,0,tengas,2,0.5,1,0.25,4
D,I,0,F,S,0,0,0,0,0,mucha,1,0.25,2,0.5,1
N,C,F,S,0,0,0,0,0,1,suerte,0,0.0,3,0.75,4
N,P,0,0,0,0,0,0,1,0,Quilmes,6,0.857142857143,0,0.0,4
V,M,I,S,3,S,0,0,0,0,desarrolló,5,0.714285714286,1,0.142857142857,2
D,I,0,F,S,0,0,0,0,0,una,4,0.571428571429,2,0.285714285714,1
N,C,F,S,0,0,0,0,0,0,botella,3,0.428571428571,3,0.428571428571,2
S,P,S,0,0,0,0,0,0,0,de,2,0.285714285714,4,0.571428571429,1
N,C,M,S,0,0,0,0,0,0,cuello,1,0.142857142857,5,0.714285714286,1
A,Q,0,M,S,0,0,0,0,1,largo,0,0.0,6,0.857142857143,4
V,M,I,P,3,P,0,0,1,0,Rechazan,3,0.75,0,0.0,3
D,A,0,M,P,0,0,0,0,0,los,2,0.5,1,0.25,1
N,C,M,P,0,0,0,0,0,0,reclamos,1,0.25,2,0.5,0
A,Q,0,M,P,0,0,0,0,1,agropecuarios,0,0.0,3,0.75,4
R,G,0,0,0,0,0,0,1,0,Recién,4,0.8,0,0.0,3
P,P,1,C,P,0,0,0,0,0,nos,3,0.6,1,0.2,1
V,M,I,S,3,P,0,0,0,0,dieron,2,0.4,2,0.4,2
D,A,0,F,S,0,0,0,0,0,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,noticia,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,1,0,Salió,5,0.833333333333,0,0.0,1
S,P,S,0,0,0,0,0,0,0,para,4,0.666666666667,1,0.166666666667,1
V,M,N,0,0,0,0,0,0,0,cerrar,3,0.5,2,0.333333333333,3
D,A,0,F,S,0,0,0,0,0,la,2,0.333333333333,3,0.5,1
N,C,F,S,0,0,0,0,0,0,puerta,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,0,1,vidriera,0,0.0,5,0.833333333333,4
P,0,0,0,0,0,0,0,1,0,Se,6,0.857142857143,0,0.0,1
V,M,I,P,3,S,0,0,0,0,confirma,5,0.714285714286,1,0.142857142857,3
D,A,0,F,S,0,0,0,0,0,la,4,0.571428571429,2,0.285714285714,0
N,C,F,S,0,0,0,0,0,0,eficacia,3,0.428571428571,3,0.428571428571,2
S,P,S,0,0,0,0,0,0,0,de,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,0,0,la,1,0.142857142857,5,0.714285714286,0
N,C,F,S,0,0,0,0,0,1,acupuntura,0,0.0,6,0.857142857143,4
P,0,0,0,0,0,0,0,1,0,Se,8,0.888888888889,0,0.0,0
V,A,I,P,3,S,0,0,0,0,está,7,0.777777777778,1,0.111111111111,1
V,M,G,0,0,0,0,0,0,0,construyendo,6,0.666666666667,2,0.222222222222,3
D,A,0,F,S,0,0,0,0,0,la,5,0.555555555556,3,0.333333333333,1
N,C,F,S,0,0,0,0,0,0,mezquita,4,0.444444444444,4,0.444444444444,3
R,G,0,0,0,0,0,0,0,0,más,3,0.333333333333,5,0.555555555556,0
A,Q,0,C,S,0,0,0,0,0,grande,2,0.222222222222,6,0.666666666667,2
S,P,S,0,0,0,0,0,0,0,de,1,0.111111111111,7,0.777777777778,0
N,P,0,0,0,0,0,0,0,1,América,0,0.0,8,0.888888888889,4
P,0,0,0,0,0,0,0,1,0,Se,6,0.857142857143,0,0.0,1
V,M,I,P,3,P,0,0,0,0,mantienen,5,0.714285714286,1,0.142857142857,1
R,G,0,0,0,0,0,0,0,0,alerta,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,0,0,frente,3,0.428571428571,3,0.428571428571,1
S,P,S,0,0,0,0,0,0,0,a,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,0,0,la,1,0.142857142857,5,0.714285714286,1
N,C,F,N,0,0,0,0,0,1,crisis,0,0.0,6,0.857142857143,4
P,0,0,0,0,0,0,0,1,0,Se,6,0.857142857143,0,0.0,1
V,M,I,I,1,S,0,0,0,0,palpitaba,5,0.714285714286,1,0.142857142857,1
R,G,0,0,0,0,0,0,0,0,allí,4,0.571428571429,2,0.285714285714,3
A,Q,0,M,S,0,0,0,0,0,cierto,3,0.428571428571,3,0.428571428571,0
N,C,M,S,0,0,0,0,0,0,ánimo,2,0.285714285714,4,0.571428571429,3
S,P,S,0,0,0,0,0,0,0,de,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,0,1,triunfo,0,0.0,6,0.857142857143,4
V,S,I,P,3,P,0,0,1,0,Son,8,0.888888888889,0,0.0,1
N,C,M,P,0,0,0,0,0,0,ciudadanos,7,0.777777777778,1,0.111111111111,1
V,M,P,0,0,P,M,0,0,0,desalentados,6,0.666666666667,2,0.222222222222,3
P,R,0,C,N,0,0,0,0,0,que,5,0.555555555556,3,0.333333333333,1
R,N,0,0,0,0,0,0,0,0,no,4,0.444444444444,4,0.444444444444,1
V,M,I,P,3,P,0,0,0,0,pueden,3,0.333333333333,5,0.555555555556,3
V,M,N,0,0,0,0,0,0,0,afrontar,2,0.222222222222,6,0.666666666667,1
D,A,0,M,P,0,0,0,0,0,los,1,0.111111111111,7,0.777777777778,1
N,C,M,P,0,0,0,0,0,1,gastos,0,0.0,8,0.888888888889,4
D,P,3,C,S,0,0,0,1,0,Su,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,0,0,titular,8,0.8,1,0.1,3
V,M,I,S,3,S,0,0,0,0,calculó,7,0.7,2,0.2,2
C,S,0,0,0,0,0,0,0,0,que,6,0.6,3,0.3,1
D,A,0,F,S,0,0,0,0,0,la,5,0.5,4,0.4,1
N,C,F,S,0,0,0,0,0,0,suma,4,0.4,5,0.5,3
V,M,I,C,1,S,0,0,0,0,podría,3,0.3,6,0.6,1
V,M,N,0,0,0,0,0,0,0,ascender,2,0.2,7,0.7,0
S,P,S,0,0,0,0,0,0,0,al,1,0.1,8,0.8,1
A,Q,0,C,S,0,0,0,0,1,doble,0,0.0,9,0.9,4
V,M,I,S,3,P,0,0,1,0,Subieron,6,0.857142857143,0,0.0,3
D,A,0,F,P,0,0,0,0,0,las,5,0.714285714286,1,0.142857142857,1
N,C,F,P,0,0,0,0,0,0,tarifas,4,0.571428571429,2,0.285714285714,2
S,P,S,0,0,0,0,0,0,0,de,3,0.428571428571,3,0.428571428571,1
D,A,0,M,P,0,0,0,0,0,los,2,0.285714285714,4,0.571428571429,0
N,C,M,P,0,0,0,0,0,0,servicios,1,0.142857142857,5,0.714285714286,1
A,Q,0,M,P,0,0,0,0,1,públicos,0,0.0,6,0.857142857143,4
V,M,I,P,3,S,0,0,1,0,Tiene,6,0.857142857143,0,0.0,1
D,I,0,M,P,0,0,0,0,0,muchos,5,0.714285714286,1,0.142857142857,0
N,C,C,P,0,0,0,0,0,0,entusiastas,4,0.571428571429,2,0.285714285714,3
D,A,0,F,S,0,0,0,0,0,la,3,0.428571428571,3,0.428571428571,1
N,C,F,S,0,0,0,0,0,0,náutica,2,0.285714285714,4,0.571428571429,2
S,P,S,0,0,0,0,0,0,0,en,1,0.142857142857,5,0.714285714286,1
N,P,0,0,0,0,0,0,0,1,Moreno,0,0.0,6,0.857142857143,4
N,P,0,0,0,0,0,0,1,0,Triple,5,0.833333333333,0,0.0,1
V,M,I,I,1,S,0,0,0,0,garantía,4,0.666666666667,1,0.166666666667,3
S,P,S,0,0,0,0,0,0,0,en,3,0.5,2,0.333333333333,1
D,A,0,M,P,0,0,0,0,0,los,2,0.333333333333,3,0.5,1
N,C,M,P,0,0,0,0,0,0,depósitos,1,0.166666666667,4,0.666666666667,1
A,Q,0,M,P,0,0,0,0,1,bancarios,0,0.0,5,0.833333333333,4
N,P,0,0,0,0,0,0,1,0,Turquía,6,0.857142857143,0,0.0,3
V,S,I,P,3,S,0,0,0,0,es,5,0.714285714286,1,0.142857142857,0
D,I,0,M,S,0,0,0,0,0,un,4,0.571428571429,2,0.285714285714,1
N,C,M,S,0,0,0,0,0,0,pueblo,3,0.428571428571,3,0.428571428571,3
A,Q,0,M,S,0,0,0,0,0,propenso,2,0.285714285714,4,0.571428571429,1
S,P,S,0,0,0,0,0,0,0,a,1,0.142857142857,5,0.714285714286,1
N,C,M,P,0,0,0,0,0,1,sismos,0,0.0,6,0.857142857143,4
D,I,0,M,S,0,0,0,1,0,Un,9,0.9,0,0.0,2
N,C,M,S,0,0,0,0,0,0,changarín,8,0.8,1,0.1,3
P,0,0,0,0,0,0,0,0,0,se,7,0.7,2,0.2,1
V,M,I,S,3,S,0,0,0,0,presentó,6,0.6,3,0.3,0
S,P,S,0,0,0,0,0,0,0,en,5,0.5,4,0.4,1
D,A,0,F,S,0,0,0,0,0,la,4,0.4,5,0.5,1
N,C,F,S,0,0,0,0,0,0,sede,3,0.3,6,0.6,2
S,P,S,0,0,0,0,0,0,0,de,2,0.2,7,0.7,1
D,A,0,F,S,0,0,0,0,0,la,1,0.1,8,0.8,1
N,C,F,S,0,0,0,0,0,1,lotería,0,0.0,9,0.9,4
D,I,0,M,S,0,0,0,1,0,Un,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,0,0,cuadro,5,0.714285714286,1,0.142857142857,1
A,Q,0,M,S,0,0,0,0,0,distinto,4,0.571428571429,2,0.285714285714,3
P,0,0,0,0,0,0,0,0,0,se,3,0.428571428571,3,0.428571428571,0
V,M,I,I,1,S,0,0,0,0,vivía,2,0.285714285714,4,0.571428571429,1
S,P,S,0,0,0,0,0,0,0,en,1,0.142857142857,5,0.714285714286,1
N,P,0,0,0,0,0,0,0,1,Boca,0,0.0,6,0.857142857143,4
D,I,0,M,S,0,0,0,1,0,Un,8,0.888888888889,0,0.0,1
N,C,M,S,0,0,0,0,0,0,perfume,7,0.777777777778,1,0.111111111111,2
S,P,S,0,0,0,0,0,0,0,de,6,0.666666666667,2,0.222222222222,1
N,C,M,P,0,0,0,0,0,0,claveles,5,0.555555555556,3,0.333333333333,1
C,C,0,0,0,0,0,0,0,0,y,4,0.444444444444,4,0.444444444444,0
N,C,F,P,0,0,0,0,0,0,magnolias,3,0.333333333333,5,0.555555555556,4
V,M,I,S,3,S,0,0,0,0,invadió,2,0.222222222222,6,0.666666666667,1
D,A,0,M,S,0,0,0,0,0,el,1,0.111111111111,7,0.777777777778,0
N,C,M,S,0,0,0,0,0,1,lugar,0,0.0,8,0.888888888889,4
D,I,0,M,S,0,0,0,1,0,Un,7,0.875,0,0.0,2
N,C,M,S,0,0,0,0,0,0,recreo,6,0.75,1,0.125,4
V,M,I,P,3,S,0,0,0,0,ofrece,5,0.625,2,0.25,1
N,C,M,P,0,0,0,0,0,0,deportes,4,0.5,3,0.375,0
C,C,0,0,0,0,0,0,0,0,y,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,0,0,restaurante,2,0.25,5,0.625,0
S,P,S,0,0,0,0,0,0,0,en,1,0.125,6,0.75,1
N,P,0,0,0,0,0,0,0,1,Chañá,0,0.0,7,0.875,4
D,I,0,M,S,0,0,0,1,0,Un,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,0,0,robot,5,0.714285714286,1,0.142857142857,3
V,M,I,S,3,S,0,0,0,0,localizó,4,0.571428571429,2,0.285714285714,0
R,G,0,0,0,0,0,0,0,0,ayer,3,0.428571428571,3,0.428571428571,3
D,A,0,F,P,0,0,0,0,0,las,2,0.285714285714,4,0.571428571429,1
N,C,F,P,0,0,0,0,0,0,cajas,1,0.142857142857,5,0.714285714286,1
A,Q,0,F,P,0,0,0,0,1,negras,0,0.0,6,0.857142857143,4
D,I,0,M,S,0,0,0,1,0,Un,5,0.833333333333,0,0.0,1
A,Q,0,C,S,0,0,0,0,0,sutil,4,0.666666666667,1,0.166666666667,1
N,C,M,S,0,0,0,0,0,0,monumento,3,0.5,2,0.333333333333,3
V,M,I,S,3,S,0,0,0,0,arribó,2,0.333333333333,3,0.5,1
S,P,S,0,0,0,0,0,0,0,para,1,0.166666666667,4,0.666666666667,1
V,M,N,0,0,0,0,0,0,1,quedarse,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,1,0,Una,4,0.8,0,0.0,0
N,C,F,S,0,0,0,0,0,0,asamblea,3,0.6,1,0.2,3
V,M,I,S,3,S,0,0,0,0,resolvió,2,0.4,2,0.4,1
D,A,0,F,S,0,0,0,0,0,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,clausura,0,0.0,4,0.8,4
D,I,0,F,S,0,0,0,1,0,Una,5,0.833333333333,0,0.0,0
N,C,F,S,0,0,0,0,0,0,atmósfera,4,0.666666666667,1,0.166666666667,1
A,Q,0,F,S,0,0,0,0,0,libertaria,3,0.5,2,0.333333333333,4
V,M,I,P,3,S,0,0,0,0,planea,2,0.333333333333,3,0.5,1
S,P,S,0,0,0,0,0,0,0,sobre,1,0.166666666667,4,0.666666666667,1
N,P,0,0,0,0,0,0,0,1,Montevideo,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,1,0,Una,4,0.8,0,0.0,1
N,C,F,S,0,0,0,0,0,0,rueda,3,0.6,1,0.2,3
A,Q,0,C,S,0,0,0,0,0,simple,2,0.4,2,0.4,3
C,C,0,0,0,0,0,0,0,0,y,1,0.2,3,0.6,1
A,Q,0,C,S,0,0,0,0,1,genial,0,0.0,4,0.8,4
D,I,0,F,S,0,0,0,1,0,Una,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,conexión,6,0.75,1,0.125,1
A,Q,0,F,S,0,0,0,0,0,clandestina,5,0.625,2,0.25,2
S,P,S,0,0,0,0,0,0,0,de,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,gas,3,0.375,4,0.5,4
V,M,I,S,3,S,0,0,0,0,produjo,2,0.25,5,0.625,1
D,I,0,F,S,0,0,0,0,0,una,1,0.125,6,0.75,0
N,C,F,S,0,0,0,0,0,1,explosión,0,0.0,7,0.875,4
D,I,0,F,S,0,0,0,1,0,Una,9,0.9,0,0.0,1
N,C,F,S,0,0,0,0,0,0,gargantilla,8,0.8,1,0.1,2
S,P,S,0,0,0,0,0,0,0,de,7,0.7,2,0.2,0
N,C,M,S,0,0,0,0,0,0,oro,6,0.6,3,0.3,3
V,M,I,P,3,S,0,0,0,0,llega,5,0.5,4,0.4,0
S,P,S,0,0,0,0,0,0,0,a,4,0.4,5,0.5,1
D,A,0,F,P,0,0,0,0,0,las,3,0.3,6,0.6,1
N,C,F,P,0,0,0,0,0,0,tarimas,2,0.2,7,0.7,2
S,P,S,0,0,0,0,0,0,0,de,1,0.1,8,0.8,1
N,P,0,0,0,0,0,0,0,1,Roldán,0,0.0,9,0.9,4
D,I,0,F,S,0,0,0,1,0,Una,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,0,0,pintura,4,0.666666666667,1,0.166666666667,2
S,P,S,0,0,0,0,0,0,0,de,3,0.5,2,0.333333333333,1
N,P,0,0,0,0,0,0,0,0,Seguí,2,0.333333333333,3,0.5,4
V,M,I,F,3,S,0,0,0,0,dará,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,0,1,testimonio,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,1,0,Una,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,0,0,profesora,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,S,0,0,0,0,quiso,3,0.5,2,0.333333333333,1
V,M,N,0,0,0,0,0,0,0,salir,2,0.333333333333,3,0.5,2
S,P,S,0,0,0,0,0,0,0,del,1,0.166666666667,4,0.666666666667,0
N,C,M,S,0,0,0,0,0,1,establecimiento,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,1,0,Una,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,vez,6,0.75,1,0.125,1
V,M,P,0,0,S,M,0,0,0,desmontado,5,0.625,2,0.25,3
D,A,0,M,S,0,0,0,0,0,el,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,terreno,3,0.375,4,0.5,3
V,S,I,P,3,S,0,0,0,0,es,2,0.25,5,0.625,1
R,G,0,0,0,0,0,0,0,0,poco,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,0,1,fértil,0,0.0,7,0.875,4
P,P,2,C,S,0,0,P,1,0,Usted,4,0.8,0,0.0,4
V,M,M,0,3,S,0,0,0,0,colóquela,3,0.6,1,0.2,1
S,P,S,0,0,0,0,0,0,0,en,2,0.4,2,0.4,0
D,I,0,F,S,0,0,0,0,0,una,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,fuente,0,0.0,4,0.8,4
P,P,1,C,S,N,0,0,1,0,Yo,5,0.833333333333,0,0.0,1
V,M,I,S,1,S,0,0,0,0,tamicé,4,0.666666666667,1,0.166666666667,2
D,A,0,F,S,0,0,0,0,0,la,3,0.5,2,0.333333333333,0
N,C,F,S,0,0,0,0,0,0,harina,2,0.333333333333,3,0.5,2
S,P,S,0,0,0,0,0,0,0,con,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,0,1,sal,0,0.0,5,0.833333333333,4
V,M,I,S,3,P,0,0,1,0,Discriminaron,3,0.75,0,0.0,3
A,Q,0,M,P,0,0,0,0,0,extranjeros,2,0.5,1,0.25,2
S,P,S,0,0,0,0,0,0,0,del,1,0.25,2,0.5,1
N,P,0,0,0,0,0,0,0,1,Perú,0,0.0,3,0.75,4
V,M,I,P,3,S,0,0,1,0,Existe,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,desconfianza,6,0.75,1,0.125,3
S,P,S,0,0,0,0,0,0,0,ante,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,0,0,el,4,0.5,3,0.375,1
A,Q,0,C,S,0,0,0,0,0,presente,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,0,0,incumplimiento,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,0,0,del,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,0,1,organismo,0,0.0,7,0.875,4
V,M,I,P,3,P,0,0,1,0,Descubren,4,0.8,0,0.0,3
N,C,M,P,0,0,0,0,0,0,fármacos,3,0.6,1,0.2,3
V,M,P,0,0,P,M,0,0,0,adulterados,2,0.4,2,0.4,2
S,P,S,0,0,0,0,0,0,0,en,1,0.2,3,0.6,1
N,P,0,0,0,0,0,0,0,1,Junín,0,0.0,4,0.8,4
V,M,I,P,3,P,0,0,1,0,Anuncian,8,0.888888888889,0,0.0,3
D,I,0,F,S,0,0,0,0,0,una,7,0.777777777778,1,0.111111111111,1
N,C,F,S,0,0,0,0,0,0,financiación,6,0.666666666667,2,0.222222222222,3
S,P,S,0,0,0,0,0,0,0,del,5,0.555555555556,3,0.333333333333,1
Z,p,0,0,0,0,0,0,0,0,catorce,4,0.444444444444,4,0.444444444444,2
Z,p,0,0,0,0,0,0,0,0,por,3,0.333333333333,5,0.555555555556,1
Z,p,0,0,0,0,0,0,0,0,ciento,2,0.222222222222,6,0.666666666667,2
S,P,S,0,0,0,0,0,0,0,de,1,0.111111111111,7,0.777777777778,0
N,C,M,S,0,0,0,0,0,1,interés,0,0.0,8,0.888888888889,4
V,M,I,S,3,P,0,0,1,0,Auspiciaron,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,0,0,reunión,4,0.666666666667,1,0.166666666667,3
S,P,S,0,0,0,0,0,0,0,por,3,0.5,2,0.333333333333,1
D,A,0,F,S,0,0,0,0,0,la,2,0.333333333333,3,0.5,1
A,Q,0,F,S,0,0,0,0,0,política,1,0.166666666667,4,0.666666666667,0
N,C,M,S,0,0,0,0,0,1,antibloqueo,0,0.0,5,0.833333333333,4
D,I,0,M,S,0,0,0,1,0,Un,9,0.9,0,0.0,1
N,C,C,S,0,0,0,0,0,0,delincuente,8,0.8,1,0.1,3
V,M,I,S,3,S,0,0,0,0,mató,7,0.7,2,0.2,1
S,P,S,0,0,0,0,0,0,0,de,6,0.6,3,0.3,0
D,I,0,M,S,0,0,0,0,0,un,5,0.5,4,0.4,1
N,C,M,S,0,0,0,0,0,0,tiro,4,0.4,5,0.5,2
A,Q,0,C,S,0,0,0,0,0,fulminante,3,0.3,6,0.6,1
S,P,S,0,0,0,0,0,0,0,a,2,0.2,7,0.7,0
D,I,0,M,S,0,0,0,0,0,un,1,0.1,8,0.8,1
N,C,C,S,0,0,0,0,0,1,comerciante,0,0.0,9,0.9,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,camioneta,6,0.75,1,0.125,4
V,M,I,S,3,S,0,0,0,0,cruzó,5,0.625,2,0.25,1
D,A,0,F,S,0,0,0,0,0,la,4,0.5,3,0.375,1
A,Q,0,F,S,0,0,0,0,0,sinuosa,3,0.375,4,0.5,1
N,C,F,S,0,0,0,0,0,0,vía,2,0.25,5,0.625,1
S,P,S,0,0,0,0,0,0,0,del,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,0,1,ferrocarril,0,0.0,7,0.875,4
D,I,0,F,S,0,0,0,1,0,Una,9,0.9,0,0.0,0
N,C,F,S,0,0,0,0,0,0,insurgencia,8,0.8,1,0.1,4
V,M,I,S,3,S,0,0,0,0,prometió,7,0.7,2,0.2,1
V,M,N,0,0,0,0,0,0,0,luchar,6,0.6,3,0.3,2
S,P,S,0,0,0,0,0,0,0,por,5,0.5,4,0.4,0
D,A,0,M,S,0,0,0,0,0,el,4,0.4,5,0.5,0
N,C,M,S,0,0,0,0,0,0,éxito,3,0.3,6,0.6,2
